ACFT_SERIES,ICAO,ENGINE_ID,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE
B757 2G5,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2G5 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2G5 PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2J4,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2K2,B752,5RR038,RB211-535E4-37,2,B752,B752WRR40,J
B757 2K2 WL,B752,5RR038,RB211-535E4-37,2,B752,B752WRR40,J
B757 2M6,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Q8,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2Q8,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Q8 F,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2Q8 F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Q8 F WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2Q8 WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2T7,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2T7 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Y0,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Y0 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Y0 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Z0,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Z0 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 308 WL,B753,5RR039,RB211-535E4-B-37,2,B753,B753RR,J
B757 330,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B757 330 WL,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B757 33N,B753,5RR038,RB211-535E4-C,2,B753,B753RR,J
B757 351 WL,B753,4PW073,PW2043,2,B753,B753RR,J
B757 3CQ,B753,5RR039,RB211-535E4-B-37,2,B753,B753RR,J
B757 3E7,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B757 3E7 WL,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B767 201 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 204 ER,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 204 ER,B762,2GE047,CF6-80C2B4F,2,B762,B762ERPW56,J
B767 204 ER BDSF,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 205 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 209 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 216 ER,B762,1GE010,CF6-80A,2,B762,B762ERPW56,J
B767 216 ER,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 219 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 219 ER BDSF,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 222,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 222 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 223 BDSF,B762,1GE010,CF6-80A,2,B762,B762ERPW56,J
B767 223 BDSF,B762,1GE012,CF6-80A2,2,B762,B762GE50,J
B767 223 ER,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 224 ER,B762,2GE047,CF6-80C2B4F,2,B762,B762ERPW56,J
B767 224 ER BDSF,B762,2GE047,CF6-80C2B4F,2,B762,B762GE50,J
B767 231 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 231 ER BDSF,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 232 BDSF,B762,1GE010,CF6-80A,2,B762,B762GE50,J
B767 233,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 233 ER,B762,1PW026,JT9D-7R4D1,2,B762,B762ERPW56,J
B767 238 ER,B762,1PW027,JT9D-7R4E,2,B762,B762ERPW56,J
B767 23B ER,B762,2GE043,CF6-80C2B4,2,B762,B762ERPW56,J
B767 241 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 246,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 24N ER,B762,2GE054,CF6-80C2B7F,2,B762,B762ERPW56,J
B767 258,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 258 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 259 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 25D ER,B762,2GE043,CF6-80C2B4,2,B762,B762ERPW56,J
B767 25E BDSF,B762,2GE046,CF6-80C2B2F,2,B762,B762GE50,J
B767 260 ER,B762,1PW027,JT9D-7R4E,2,B762,B762ERPW56,J
B767 266 ER,B762,1PW027,JT9D-7R4E,2,B762,B762ERPW56,J
B767 269 ER,B762,1PW028,JT9D-7R4E4,2,B762,B762ERPW56,J
B767 277,B762,1GE010,CF6-80A,2,B762,B762GE50,J
B767 27E ER,B762,12PW101,PW4060,2,B762,B762ERPW56,J
B767 27G ER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762ERPW56,J
B767 27G ER,B762,2GE047,CF6-80C2B4F,2,B762,B762ERPW56,J
B767 281 BDSF,B762,1GE010,CF6-80A,2,B762,B762GE50,J
B767 283 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 284 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 2AX ER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762ERPW56,J
B767 2B1 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 2B7 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 2DX ER,B762,2GE046,UNKNOWN,2,B762,B762ERPW56,J
B767 2EY TANKER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762GE50,J
B767 2FK ER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762ERPW56,J
B767 2J6 ER,B762,1PW028,JT9D-7R4E4,2,B762,B762ERPW56,J
B767 2J6 ER,B762,1PW042,PW4052,2,B762,B762ERPW56,J
B767 2N0 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 2Q8 ER,B762,2GE043,CF6-80C2B4,2,B762,B762ERPW56,J
B767 300 F,B763,2GE054,CF6-80C2B7F,2,B763,B763PW60,J
B767 304 ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER BCF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER F WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER WL BDSF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 306 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BCF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BDSF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BDSF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 316 ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 316 ER BCF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER BDSF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316F ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316F ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 319 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER BDSF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 31A ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 31A ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 31B ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 31B ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 31K ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 31K ER WL BDSF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 322 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 322 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 322 ER WL,B763,1PW042,PW4052,2,B763,B763ERGE61,J
B767 323,B763,2GE044,CF6-80C2B6,2,B763,B763PW60,J
B767 323 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 323 ER WL BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER WL BCF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 323 ER WL BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 WL,B763,2GE044,CF6-80C2B6,2,B763,B763PW60,J
B767 324 ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 324 ER BCF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 324 ER BDSF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 324 ER WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 328 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 328 ER BCF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 328 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 32K ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 32L ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 32LF,B763,2GE054,CF6-80C2B7F,2,B763,B763PW60,J
B767 32LF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763PW60,J
B767 330 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 330 ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 330 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 332,B763,1GE012,CF6-80A2,2,B763,B763PW60,J
B767 332 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 332 ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 332 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 332 WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 333 ER BCF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 333 ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 333 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 336,B763,1RR011,RB211-524H,2,B763,B763PW60,J
B767 336 ER,B763,1RR011,RB211-524H,2,B763,B763ERGE61,J
B767 338 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 338 ER BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 338 ER BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 338 ER BDSF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 33A ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 33A ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 33A ER,B763,1PW042,PW4056,2,B763,B763ERGE61,J
B767 33A ER,B763,2GE047,CF6-80C2B4F,2,B763,B763ERGE61,J
B767 33A ER BCF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 33A ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 33A ER BDSF,B763,2GE047,CF6-80C2B4F,2,B763,B763ERGE61,J
B767 33A ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 33A ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 33A ER WL,B763,1PW042,PW4056,2,B763,B763ERGE61,J
B767 33P ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 33P ER BCF,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 341 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 341 ER BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 343 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 343 ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 346 ER BCF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 346 ER BCF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 346F ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 34AF ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 34AF ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 34G ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 34P ER,B763,2GE047,CF6-80C2B4F,2,B763,B763ERGE61,J
B767 352 ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 35D ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 35E ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 35H ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 35H ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 360 ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 360 ER BDSF WL,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 360 ER WL,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 366 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36D ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36D ER BCF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 36N ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 36N ER BCF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER BCF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 36N ER BDSF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER BDSF WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER SF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 36N ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 375 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 375 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 375 ER BCF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 375 ER BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BDSF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 37D ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 37E ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 381 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 381 ER BCF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 381 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 381 ER BDSF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 383 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 383 ER BDSF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 38A ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 38A ER BCF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 38E,B763,2GE046,CF6-80C2B2F,2,B763,B763PW60,J
B767 38E ER,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 38E ER BCF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 38E ER BDSF,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 38E ER BDSF WL,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 38E ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 39H ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 39H ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3BG ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3BG ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 3BG ER BCF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 3BG ER BCF,B763,12PW102,PW4062,2,B763,B763PW60,J
B767 3CB ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3CB ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3D6 ER,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 3DF ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3G5 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3JHF ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 3JHF ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 3KY ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3P6 ER,B763,2GE043,CF6-80C2B4,2,B763,B763ERGE61,J
B767 3P6 ER BCF,B763,2GE043,CF6-80C2B4,2,B763,B763ERGE61,J
B767 3P6 ER BDSF,B763,2GE043,CF6-80C2B4,2,B763,B763ERGE61,J
B767 3P6 ER BDSF WL,B763,2GE043,CF6-80C2B4,2,B763,B763ERGE61,J
B767 3P6 ER WL,B763,2GE043,CF6-80C2B4,2,B763,B763ERGE61,J
B767 3Q8 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3Q8 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3Q8 ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3Q8 ER BDSF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3Q8 ER BDSF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3Q8 ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3Q8 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3S1 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3S1 ER,B763,2GE047,CF6-80C2B4F,2,B763,B763ERGE61,J
B767 3S2 F,B763,2GE054,CF6-80C2B7F,2,B763,B763PW60,J
B767 3T7 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3W0 ER,B763,1RR011,RB211-524H,2,B763,B763ERGE61,J
B767 3X2 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3Y0 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3Y0 ER BDSF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3Z9 ER,B763,1PW042,PW4056,2,B763,B763ERGE61,J
B767 3Z9 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3Z9 ER WL,B763,1PW042,PW4056,2,B763,B763ERGE61,J
B767 424 ER,B764,2GE054,CF6-80C2B7F,2,B764,B764ER,J
B767 432 ER,B764,2GE054,CF6-80C2B7F,2,B764,B764ER,J
B767 4FS,B764,2GE054,CF6-80C2B7F,2,B764,B764ER,J
B777 206 ER,B772,9GE128,GE90-94B,2,B772,B772RR92,J
B777 212 ER,B772,2RR027,TRENT 892,2,B772,B772RR92,J
B777 219 ER,B772,2RR027,TRENT 892,2,B772,B772RR92,J
B777 21B,B772,9GE126,GE90-85B,2,B772,B772RR92,J
B777 21B ER,B772,3GE066,GE90-92B,2,B772,B772RR92,J
B777 21H,B772,2RR025,TRENT 871,2,B772,B772RR92,J
B777 21H ER,B772,2RR027,TRENT 892B,2,B772,B772RR92,J
B777 21H LR,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 222,B772,2PW061,PW4077,2,B772,B772RR92,J
B777 222 ER,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 223 ER,B772,2RR027,TRENT 892-17,2,B772,B772RR92,J
B777 224 ER,B772,3GE066,GE90-92B,2,B772,B772RR92,J
B777 224 ER,B772,9GE127,GE90-90B,2,B772,B772RR92,J
B777 228 ER,B772,3GE066,GE90-92B,2,B772,B772RR92,J
B777 228 ER,B772,9GE128,GE90-94B,2,B772,B772RR92,J
B777 22K LR,B772,2RR027,TRENT 892,2,B772,B772RR92,J
B777 232,B772,2RR027,TRENT 892,2,B772,B772RR92,J
B777 232 ER,B772,2RR027,TRENT 892,2,B772,B772RR92,J
B777 232 LR,B77L,01P21GE217,GE90-115B1,2,B77L,B772LR,J
B777 233 LR,B77L,01P21GE216,GE90-110B1,2,B77L,B772LR,J
B777 236,B772,9GE124,GE90-76B,2,B772,B772RR92,J
B777 236 ER,B772,2RR027,TRENT 892,2,B772,B772RR92,J
B777 236 ER,B772,9GE126,GE90-85B,2,B772,B772RR92,J
B777 237 LR,B77L,01P21GE216,GE90-110B1,2,B77L,B772LR,J
B777 240 ER,B772,9GE128,GE90-94B,2,B772,B772RR92,J
B777 240 LR,B77L,01P21GE216,GE90-110B1,2,B77L,B772LR,J
B777 243 ER,B772,9GE128,GE90-94B,2,B772,B772RR92,J
B777 246 ER,B772,01P21GE217,GE90-115B,2,B772,B772RR92,J
B777 246 ER,B772,8PW089,PW4084,2,B772,B772RR92,J
B777 246 ER,B772,9GE128,GE90-94B,2,B772,B772RR92,J
B777 24Q ER,B772,3GE066,GE90-92B,2,B772,B772RR92,J
B777 258 ER,B772,5RR040,TRENT 895,2,B772,B772RR92,J
B777 260 LR,B77L,01P21GE217,GE90-115B1,2,B77L,B772LR,J
B777 266,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 266 ER,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 268 ER,B772,3GE066,GE90-92B,2,B772,B772RR92,J
B777 269 ER,B772,9GE127,GE90-90B,2,B772,B772RR92,J
B777 26K ER,B772,10PW098,PW4084D,2,B772,B772RR92,J
B777 281 ER,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 28E ER,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 29L,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 29M LR,B77L,01P21GE217,GE90-115B1,2,B77L,B772LR,J
B777 2AN ER,B772,2PW061,PW4077,2,B772,B772RR92,J
B777 2B5 ER,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 2D7,B772,2RR025,TRENT 871,2,B772,B772RR92,J
B777 2D7 ER,B772,2RR025,TRENT 871,2,B772,B772RR92,J
B777 2DZ LR,B77L,01P21GE216,GE90-110B1,2,B77L,B772LR,J
B777 2FB LR,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 2H6,B772,2RR027,TRENT 890,2,B772,B772RR92,J
B777 2J6,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 2KQ LR,B77L,01P21GE217,GE90-115B1,2,B77L,B772LR,J
B777 2M2 ER,B772,9GE128,GE90-94B,2,B772,B772RR92,J
B777 2Q8 ER,B772,10PW099,PW4090,2,B772,B772RR92,J
B777 2Q8 ER,B772,9GE127,GE90-90B,2,B772,B772RR92,J
B777 2Q8 ER,B772,9GE128,GE90-94B,2,B772,B772RR92,J
B777 2U8 ER,B772,2RR027,TRENT 892,2,B772,B772RR92,J
B777 2Z9,B772,9GE127,GE90-90B,2,B772,B772RR92,J
B777 2Z9 ER,B772,9GE127,GE90-90B,2,B772,B772RR92,J
B777 300 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 306 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 309 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 312,B773,2RR027,TRENT 892,2,B773,B773RR92,J
B777 312 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 319 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 31B ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 31H,B773,2RR027,TRENT 892,2,B773,B773RR92,J
B777 31H ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 323 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 328 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 32W ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 333 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 336 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 337 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 340 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 346,B773,10PW099,PW4090,2,B773,B773RR92,J
B777 346 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 35E ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 35R ER,B77W,01P21GE217,GE90-118B,2,B77W,B773ERGE115B,J
B777 360 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 367 ER,B77W,01P21GE217,GE90-115BL2,2,B77W,B773ERGE115B,J
B777 368 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 36N ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
